时间,策略权益,策略单位净值,基准单位净值
2026-02-25,715260.5461,0.715261,1.3802780843598161
2026-02-26,705080.5461,0.705081,1.3776515581736393
2026-02-27,700604.5461,0.700605,1.3729221847426105
2026-03-02,694640.5461,0.694641,1.378174683358292
2026-03-03,689072.5461,0.689073,1.3569650450427135
2026-03-04,683295.4819,0.683295,1.3414390194846282
2026-03-05,683295.4819,0.683295,1.354573952877464
2026-03-06,683295.4819,0.683295,1.3582890481007328
2026-03-09,683295.4819,0.683295,1.3451784508563833
2026-03-10,683295.4819,0.683295,1.362461808640988
2026-03-11,683295.4819,0.683295,1.3711294703792496
2026-03-12,683295.4819,0.683295,1.3661935165644212
2026-03-13,683295.4819,0.683295,1.360824962208293
2026-03-16,683295.4819,0.683295,1.3615300110322903
2026-03-17,683295.4819,0.683295,1.3515857361491102
2026-03-18,683295.4819,0.683295,1.35767507767676
2026-03-19,674493.3659,0.674493,1.3357925667143453
2026-03-20,671345.3659,0.671345,1.3310613862878597
2026-03-23,656573.3659,0.656573,1.2876291429779034
2026-03-24,656277.3659,0.656277,1.3041617815856028
2026-03-25,657453.3659,0.657453,1.3224483424445252
2026-03-26,655649.8186,0.65565,1.304981312315295
2026-03-27,655649.8186,0.65565,1.3122779308234924
2026-03-30,655649.8186,0.65565,1.309182780767238
2026-03-31,655649.8186,0.65565,1.2969707848763457
2026-04-01,655649.8186,0.65565,1.3191261521526896
2026-04-02,655066.7347,0.655067,1.3053834562396267
2026-04-03,655114.7347,0.655115,1.2942718331464695
2026-04-07,647122.7347,0.647123,1.2942214995794803
2026-04-08,657122.7347,0.657123,1.3393788406486191
2026-04-09,655310.7347,0.655311,1.3308299159989017
2026-04-10,652698.7347,0.652699,1.3513310955151858
2026-04-13,648438.7347,0.648439,1.3541258471493438
2026-04-14,649874.7347,0.649875,1.3701932718622625
2026-04-15,658114.7347,0.658115,1.3655191866631844
2026-04-16,656250.7347,0.656251,1.3804884827501445
2026-04-17,634010.7347,0.634011,1.3781754994207558
2026-04-20,635470.7347,0.635471,1.3865606286758696
2026-04-21,635918.7347,0.635919,1.389636921860183
2026-04-22,635813.6705,0.635814,1.3988555131970564
2026-04-23,635813.6705,0.635814,1.3949793039272802
2026-04-24,635813.6705,0.635814,1.3900367341774742
2026-04-27,635813.6705,0.635814,1.3904966728113255
2026-04-28,635813.6705,0.635814,1.3867839966303617
2026-04-29,635813.6705,0.635814,1.4019798083413184
2026-04-30,635813.6705,0.635814,1.4010938268109685
2026-05-06,635813.6705,0.635814,1.4214331053633695
2026-05-07,635813.6705,0.635814,1.4282578940418085
2026-05-08,635813.6705,0.635814,1.4199230983536844
2026-05-11,635813.6705,0.635814,1.4432171350734058
2026-05-12,635813.6705,0.635814,1.4421125070928216
2026-05-13,635813.6705,0.635814,1.4567710873965303
2026-05-14,635813.6705,0.635814,1.432363650024734
2026-05-15,635813.6705,0.635814,1.4163325692365611
2026-05-18,635813.6705,0.635814,1.4087347362438025
2026-05-19,635813.6705,0.635814,1.4143770795566766
2026-05-20,635813.6705,0.635814,1.4137407839952896
2026-05-21,635813.6705,0.635814,1.3940380050198917
2026-05-22,635813.6705,0.635814,1.4121073766829795
2026-05-25,635813.6705,0.635814,1.4344038936205452
2026-05-26,635813.6705,0.635814,1.44205503297927
2026-05-27,635813.6705,0.635814,1.4304908741046156
2026-05-28,635813.6705,0.635814,1.43225179117696
2026-05-29,635813.6705,0.635814,1.4258130583342725
2026-06-01,635813.6705,0.635814,1.4118625579437138
2026-06-02,635813.6705,0.635814,1.432352574891291
2026-06-03,635813.6705,0.635814,1.4394202587331872
2026-06-04,635813.6705,0.635814,1.4294923633894676
2026-06-05,635813.6705,0.635814,1.4038955441211602
2026-06-08,635813.6705,0.635814,1.3737933022780764
2026-06-09,635813.6705,0.635814,1.399491925338795
2026-06-10,635813.6705,0.635814,1.3839816672733218
2026-06-11,635813.6705,0.635814,1.3763511917819944
2026-06-12,635813.6705,0.635814,1.39235429328568
2026-06-15,635813.6705,0.635814,1.4256939423595845
2026-06-16,635813.6705,0.635814,1.4235137731962477
2026-06-17,635813.6705,0.635814,1.4372568188503667
2026-06-18,635813.6705,0.635814,1.4402332609631654
2026-06-22,635813.6705,0.635814,1.4746418352848447
2026-06-23,635813.6705,0.635814,1.4337593791443406
2026-06-24,635813.6705,0.635814,1.4406474418088444
2026-06-25,635813.6705,0.635814,1.4631136705938799
2026-06-26,635813.6705,0.635814,1.4188471491397
2026-06-29,635813.6705,0.635814,1.4359554615257297
2026-06-30,635813.6705,0.635814,1.4512600718502195
2026-07-01,635813.6705,0.635814,1.44529829837278
2026-07-02,635813.6705,0.635814,1.4025478169615027
2026-07-03,635813.6705,0.635814,1.4112557863564792
2026-07-06,635813.6705,0.635814,1.4112045784368492
2026-07-07,635813.6705,0.635814,1.3967090940456321
2026-07-08,635813.6705,0.635814,1.3860045112515924
2026-07-09,635813.6705,0.635814,1.4212055696612924
2026-07-10,635813.6705,0.635814,1.393364491181119
2026-07-13,635813.6705,0.635814,1.368473507654185
2026-07-14,635813.6705,0.635814,1.397944729196812
2026-07-15,658731.1109,0.658731,1.395112059803156
2026-07-16,662696.1109,0.662696,1.3693628408696557
2026-07-17,659701.1109,0.659701,1.3200088111430066
2026-07-20,696951.1109,0.696951,1.3401846440418597
2026-07-21,687201.1109,0.687201,1.3812523755068293
2026-07-22,685701.1109,0.685701,1.3748449736337505
2026-07-23,679206.1109,0.679206,1.3779802856212795
2026-07-24,681906.1109,0.681906,1.3550110126172292
2026-07-27,677951.1109,0.677951,1.370526545943632
2026-07-28,693201.1109,0.693201,1.331791645612984
2026-07-29,693701.1109,0.693701,1.340750525070619
2026-07-30,714081.1109,0.714081,1.326019927254443
2026-07-31,708501.1109,0.708501,1.3372339953319479
2026-08-03,712691.1109,0.712691,1.3241132555969717
2026-08-04,697381.1109,0.697381,1.3409452142585117
2026-08-05,686426.1109,0.686426,1.3576233451455462
2026-08-06,687476.1109,0.687476,1.355628334726323
2026-08-07,687811.1109,0.687811,1.368197649396191
2026-08-10,707631.1109,0.707631,1.3704092369644003
2026-08-11,706451.1109,0.706451,1.3592653211137307
2026-08-12,704701.1109,0.704701,1.3671717422983158
2026-08-13,710846.1109,0.710846,1.3593127110268313
2026-08-14,704196.1109,0.704196,1.3598751820802941
2026-08-17,679746.1109,0.679746,1.3817972137820478
2026-08-18,682196.1109,0.682196,1.3773424745153164
2026-08-19,687141.1109,0.687141,1.3373793418858428
2026-08-20,681607.1858,0.681607,1.338561146059472
2026-08-21,681607.1858,0.681607,1.3461810710289401
2026-08-24,681607.1858,0.681607,1.3299272634782113
2026-08-25,681607.1858,0.681607,1.326693907414624
2026-08-26,681607.1858,0.681607,1.337990805832247
2026-08-27,681607.1858,0.681607,1.3494983066558142
2026-08-28,681607.1858,0.681607,1.3433485182156364
2026-08-31,681607.1858,0.681607,1.3479854434275043
2026-09-01,681607.1858,0.681607,1.3440080715572533
2026-09-02,681607.1858,0.681607,1.3255057496118092
2026-09-03,681607.1858,0.681607,1.3268529813049708
2026-09-04,681607.1858,0.681607,1.3255331459945368
2026-09-07,681607.1858,0.681607,1.333394916904294
2026-09-08,681607.1858,0.681607,1.3286479398401083
2026-09-09,675276.424,0.675276,1.3326881485201043
2026-09-10,672976.424,0.672976,1.3256322101486753
2026-09-11,668988.424,0.668988,1.3144887606194136
2026-09-14,668657.9998,0.668658,1.305723870867558
2026-09-15,668657.9998,0.668658,1.296968132673337
2026-09-16,668657.9998,0.668658,1.3057781390214285
2026-09-17,668657.9998,0.668658,1.299916304050768
